time,mean_residual,std_residual,sem_residual,ci95_lower_mean_residual,ci95_upper_mean_residual,pointwise_mae,pointwise_rmse
0.0,0.07121618831868456,0.21448407276809267,0.006782581917764685,0.057922327759865784,0.08451004887750335,0.17963231010700872,0.22589634687696838
0.05025125628140704,0.06769575865963341,0.24214300589753068,0.007657234181157814,0.052687579664564096,0.08270393765470273,0.19929693876458704,0.25131119714467526
0.10050251256281408,0.06892557813199487,0.25308737458390057,0.008003325507173352,0.053239060137935106,0.08461209612605464,0.20886089533459606,0.26218295382314133
0.15075376884422112,0.07792805312501902,0.26589769717906014,0.008408423476795586,0.06144754311049967,0.09440856313953837,0.2195734382816387,0.27695426561729963
0.20100502512562815,0.11192216424649357,0.2779291951843466,0.008788892850400364,0.09469593425970885,0.12914839423327829,0.2354883743084583,0.2994895052383338
0.2512562814070352,0.11314682809221735,0.2906828539182447,0.009192198951396538,0.09513011814748014,0.13116353803695457,0.2464293978283445,0.3117919654959429
0.30150753768844224,0.11280698563065913,0.30392970525583923,0.009611101171921006,0.09396922733369396,0.13164474392762432,0.2520679909238831,0.32404676896744394
0.35175879396984927,0.1074411792892317,0.3124263695721022,0.009879789289453687,0.08807679228190249,0.12680556629656092,0.25875402526801705,0.330236632090779
0.4020100502512563,0.10275530467324939,0.3062250090352305,0.009683685050569695,0.0837752819741328,0.12173532737236599,0.25544997117031726,0.3228600858591238
0.45226130653266333,0.09367566690082758,0.3149964439775454,0.009961062178226723,0.0741519850315032,0.11319934877015196,0.2590867373309068,0.32847932587621875
0.5025125628140704,0.08508937742073105,0.32281529912659435,0.010208316087886023,0.06508107788847445,0.10509767695298766,0.2618894759700303,0.3336850457882255
0.5527638190954774,0.07493327808608631,0.32503244739759973,0.010278428472352835,0.054787558280274755,0.09507899789189786,0.26155666330047744,0.3333998229365742
0.6030150753768845,0.0712355886763487,0.3335670891525895,0.01054831754194628,0.050560886294133994,0.09191029105856341,0.2682671026782636,0.34092557113955496
0.6532663316582915,0.0726020756121037,0.33826559316680577,0.010696897284749955,0.05163615693399379,0.09356799429021362,0.26943846658072007,0.3458037728136523
0.7035175879396985,0.07334617411568305,0.3473619270656138,0.010984548619526285,0.05181645882141153,0.09487588940995456,0.27759964606965243,0.35485110866921354
0.7537688442211056,0.0666913582459051,0.3477138438380312,0.010995677205002826,0.04513983092409955,0.08824288556771064,0.2802084091031213,0.3538809821735347
0.8040201005025126,0.052028093717904546,0.3601461274501284,0.01138882053231695,0.029706005474563323,0.07435018196124576,0.2878840243452207,0.3637065443735181
0.8542713567839196,0.06321740216858059,0.3683726502883716,0.011648966026239363,0.04038542875715143,0.08604937558000975,0.29374832576972926,0.37357616493553536
0.9045226130653267,0.05402042970042436,0.3743946479914288,0.011839398314298996,0.03081520900439833,0.0772256503964504,0.29757590063583195,0.3780864820609164
0.9547738693467337,0.045075179902064104,0.37948232864437487,0.012000284903007818,0.02155462149216878,0.06859573831195942,0.29573841174658166,0.38196151999750894
1.0050251256281408,0.03718287868905711,0.384278301454703,0.012151946879776573,0.01336506280469503,0.061000694573419195,0.29644338904130435,0.38588173009815874
1.0552763819095479,0.033123615703001555,0.38543406287492094,0.01218849526497297,0.009234164983654536,0.057013066422348574,0.2992689251068676,0.3866626841637092
1.105527638190955,0.0340196390608323,0.3987045632763113,0.012608145334558693,0.009307674205097264,0.05873160391656734,0.3098299204474269,0.39995462153900163
1.155778894472362,0.03246174624867469,0.41335196285211867,0.013071336779140047,0.006841926161560201,0.05808156633578918,0.31757398928309055,0.4144185689831224
1.206030150753769,0.02171501442070099,0.4212437016721854,0.013320895472845852,-0.00439394070607688,0.04782396954747886,0.3231830935233409,0.42159263726205887
