evaluation_index,dataset_id,mean_residual,residual_std,mae,rmse
3812,3812,0.11795104456031134,0.31786542994504074,0.28274680156000154,0.33829822392268544
3813,3813,0.5183208047639257,0.38495305405140956,0.5252804589804333,0.6450615212563168
3814,3814,0.3537328147468528,0.44908157989006303,0.40184889558398884,0.5707826191277232
3815,3815,0.23825404022133762,0.33560293445375317,0.32336057623007436,0.41089070401712796
3816,3816,-0.14278125746683967,0.4102726963581904,0.3506282091998409,0.43343806297318505
3817,3817,-0.0019531716092333084,0.3310485181459997,0.25402134503058826,0.3302256359508815
3818,3818,-0.6195193504455646,0.5255345182470624,0.722136633373608,0.8115477945237239
3819,3819,0.32291015977240767,0.2868384117909178,0.3497538656599761,0.43143465830944117
3820,3820,-0.3614568098815709,0.2636757000196091,0.37927773267543885,0.4470215607962202
3821,3821,0.3976860499938036,0.35534825877833254,0.48027372413991776,0.532724335328679
3822,3822,-0.1501312376803449,0.28696947227411695,0.2622372215113115,0.3232322835897289
3823,3823,-0.5328994750713775,0.41564569883576874,0.5629512721025097,0.6751884113025199
3824,3824,0.03774587559519463,0.39847396319107586,0.33046264340924025,0.39926475297594793
3825,3825,-0.30281869830817887,0.29047729475098943,0.3574741088589345,0.4191113664851906
3826,3826,0.9036461752349009,0.39026943422139704,0.903679256695047,0.983933478517586
3827,3827,0.46555549386372563,0.4397870368670891,0.48138082531314097,0.6396776473146847
3828,3828,-0.49317701316364193,0.5339636893721096,0.5584806984982978,0.7258892489719394
3829,3829,-0.5062636081975067,0.37290634158998515,0.5263364035880812,0.6282250272674554
3830,3830,-0.9403901695039595,0.7485952589970634,0.946730233878696,1.2008024643477384
3831,3831,0.5550135766143072,0.48457220764075953,0.6468358517322043,0.7359865783572114
3832,3832,0.318972647081152,0.3585520462309956,0.38252680071141965,0.4792288822609808
3833,3833,-0.10072087604248096,0.2803793427352586,0.21690336931221205,0.2972611777953138
3834,3834,0.23165642220541177,0.3900569848723363,0.36389708742404586,0.4528227325780713
3835,3835,0.6786742372293196,0.4764402945617836,0.7091419120211464,0.8285282721727169
3836,3836,0.43242973872341745,0.45903952159224426,0.5201353962187488,0.6298088399698129
3837,3837,0.062288880375093926,0.29613061711253247,0.25371091540468693,0.3018853760914477
