epoch_zero_based,loss,mae,val_loss,val_mae,learning_rate
42,0.015546150505542755,0.13678348064422607,0.0456562303006649,0.23191006481647491,0.0005000000237487257
43,0.01522037759423256,0.1353011131286621,0.04589489474892616,0.23198452591896057,0.0005000000237487257
44,0.014811273664236069,0.1334410309791565,0.04681976139545441,0.23430806398391724,0.0005000000237487257
45,0.014508256688714027,0.13215714693069458,0.046627312898635864,0.23421518504619598,0.0005000000237487257
46,0.014390015043318272,0.13172775506973267,0.04598510265350342,0.2317105084657669,0.0005000000237487257
47,0.014563770033419132,0.13273589313030243,0.043710630387067795,0.2258494347333908,0.0005000000237487257
48,0.014838180504739285,0.13383586704730988,0.044995635747909546,0.22870668768882751,0.0005000000237487257
49,0.015447448007762432,0.1365211457014084,0.04602934047579765,0.23163540661334991,0.0005000000237487257
50,0.016756713390350342,0.1420280635356903,0.04478280991315842,0.22967524826526642,0.0005000000237487257
51,0.01831371895968914,0.1485511064529419,0.048921339213848114,0.2384403496980667,0.0005000000237487257
52,0.016871633008122444,0.14265111088752747,0.05004528537392616,0.24094420671463013,0.0005000000237487257
53,0.015170621685683727,0.13514183461666107,0.04507506638765335,0.2294771522283554,0.0005000000237487257
54,0.014799706637859344,0.1339363306760788,0.04436209052801132,0.22686836123466492,0.0005000000237487257
55,0.014932896941900253,0.13441091775894165,0.048033539205789566,0.23605112731456757,0.0005000000237487257
56,0.016764435917139053,0.14227397739887238,0.04539495334029198,0.2283395379781723,0.0002500000118743628
57,0.019309166818857193,0.15228500962257385,0.04815413057804108,0.2373398393392563,0.0002500000118743628
58,0.01928451843559742,0.15190231800079346,0.04619954898953438,0.2331627905368805,0.0002500000118743628
59,0.019000746309757233,0.15069852769374847,0.04966481402516365,0.23984692990779877,0.0002500000118743628
60,0.01962830126285553,0.15301954746246338,0.05567622557282448,0.25281137228012085,0.0002500000118743628
61,0.020432941615581512,0.15599016845226288,0.06298253685235977,0.26904353499412537,0.0002500000118743628
62,0.02139001339673996,0.1592164933681488,0.06559525430202484,0.27587494254112244,0.0002500000118743628
63,0.021673915907740593,0.1604895144701004,0.06347862631082535,0.2726016044616699,0.0002500000118743628
64,0.022314347326755524,0.16355547308921814,0.045047007501125336,0.23051786422729492,0.0001250000059371814
65,0.014879300259053707,0.13381578028202057,0.04541803151369095,0.23148342967033386,0.0001250000059371814
66,0.01357958372682333,0.12773318588733673,0.04592754319310188,0.23309199512004852,0.0001250000059371814
67,0.013616240583360195,0.12818878889083862,0.04541528597474098,0.23180875182151794,0.0001250000059371814
